0;3.6.2023 1:39;34;91
1;3.6.2023 1:39;34;102
2;3.6.2023 1:39;34;112
3;3.6.2023 1:39;34;123
4;3.6.2023 1:39;34;133
5;3.6.2023 1:39;34;144
6;3.6.2023 1:39;34;154
7;3.6.2023 1:39;34;164
8;3.6.2023 1:39;34;174
9;3.6.2023 1:39;34;185
10;3.6.2023 1:39;34;195
11;3.6.2023 1:39;34;205
12;3.6.2023 1:39;34;216
13;3.6.2023 1:39;34;226
14;3.6.2023 1:39;34;236
15;3.6.2023 1:39;34;246
16;3.6.2023 1:39;34;257
17;3.6.2023 1:39;34;267
18;3.6.2023 1:39;34;277
19;3.6.2023 1:39;34;287
20;3.6.2023 1:39;34;297
21;3.6.2023 1:39;34;308
22;3.6.2023 1:39;34;318
23;3.6.2023 1:39;34;329
24;3.6.2023 1:39;34;339
25;3.6.2023 1:39;34;350
26;3.6.2023 1:39;34;360
27;3.6.2023 1:39;34;371
28;3.6.2023 1:39;34;381
29;3.6.2023 1:39;34;392
30;3.6.2023 1:39;34;402
31;3.6.2023 1:39;34;412
32;3.6.2023 1:39;34;423
33;3.6.2023 1:39;34;433
34;3.6.2023 1:39;34;444
35;3.6.2023 1:39;34;455
36;3.6.2023 1:39;34;465
37;3.6.2023 1:39;34;475
38;3.6.2023 1:39;34;485
39;3.6.2023 1:39;34;496
40;3.6.2023 1:39;34;506
41;3.6.2023 1:39;34;516
42;3.6.2023 1:39;34;526
43;3.6.2023 1:39;34;537
44;3.6.2023 1:39;34;548
45;3.6.2023 1:39;34;558
46;3.6.2023 1:39;34;568
47;3.6.2023 1:39;34;579
48;3.6.2023 1:39;34;589
49;3.6.2023 1:39;34;600
50;3.6.2023 1:39;34;610
51;3.6.2023 1:39;34;621
52;3.6.2023 1:39;34;631
53;3.6.2023 1:39;34;642
54;3.6.2023 1:39;34;652
55;3.6.2023 1:39;34;663
56;3.6.2023 1:39;34;673
57;3.6.2023 1:39;34;683
58;3.6.2023 1:39;34;693
59;3.6.2023 1:39;34;704
60;3.6.2023 1:39;34;714
61;3.6.2023 1:39;34;724
62;3.6.2023 1:39;34;735
63;3.6.2023 1:39;34;745
64;3.6.2023 1:39;34;756
65;3.6.2023 1:39;34;766
66;3.6.2023 1:39;34;777
67;3.6.2023 1:39;34;787
68;3.6.2023 1:39;34;798
69;3.6.2023 1:39;34;808
70;3.6.2023 1:39;34;819
71;3.6.2023 1:39;34;829
72;3.6.2023 1:39;34;839
73;3.6.2023 1:39;34;850
74;3.6.2023 1:39;34;860
75;3.6.2023 1:39;34;871
76;3.6.2023 1:39;34;881
77;3.6.2023 1:39;34;892
78;3.6.2023 1:39;34;902
79;3.6.2023 1:39;34;913
80;3.6.2023 1:39;34;923
81;3.6.2023 1:39;34;933
82;3.6.2023 1:39;34;943
83;3.6.2023 1:39;34;954
84;3.6.2023 1:39;34;964
85;3.6.2023 1:39;34;974
86;3.6.2023 1:39;34;984
87;3.6.2023 1:39;34;995
88;3.6.2023 1:39;35;5
89;3.6.2023 1:39;35;16
90;3.6.2023 1:39;35;26
91;3.6.2023 1:39;35;37
92;3.6.2023 1:39;35;47
93;3.6.2023 1:39;35;58
94;3.6.2023 1:39;35;68
95;3.6.2023 1:39;35;79
96;3.6.2023 1:39;35;89
97;3.6.2023 1:39;35;100
98;3.6.2023 1:39;35;110
99;3.6.2023 1:39;35;121
100;3.6.2023 1:39;35;131
101;3.6.2023 1:39;35;142
102;3.6.2023 1:39;35;152
103;3.6.2023 1:39;35;163
104;3.6.2023 1:39;35;173
105;3.6.2023 1:39;35;184
106;3.6.2023 1:39;35;194
107;3.6.2023 1:39;35;204
108;3.6.2023 1:39;35;214
109;3.6.2023 1:39;35;224
110;3.6.2023 1:39;35;234
111;3.6.2023 1:39;35;245
112;3.6.2023 1:39;35;256
113;3.6.2023 1:39;35;266
114;3.6.2023 1:39;35;276
115;3.6.2023 1:39;35;286
116;3.6.2023 1:39;35;297
117;3.6.2023 1:39;35;307
118;3.6.2023 1:39;35;318
119;3.6.2023 1:39;35;328
120;3.6.2023 1:39;35;339
121;3.6.2023 1:39;35;349
122;3.6.2023 1:39;35;360
123;3.6.2023 1:39;35;370
124;3.6.2023 1:39;35;380
125;3.6.2023 1:39;35;390
126;3.6.2023 1:39;35;400
127;3.6.2023 1:39;35;410
128;3.6.2023 1:39;35;421
129;3.6.2023 1:39;35;431
130;3.6.2023 1:39;35;441
131;3.6.2023 1:39;35;452
132;3.6.2023 1:39;35;462
133;3.6.2023 1:39;35;473
134;3.6.2023 1:39;35;483
135;3.6.2023 1:39;35;493
136;3.6.2023 1:39;35;503
137;3.6.2023 1:39;35;513
138;3.6.2023 1:39;35;523
139;3.6.2023 1:39;35;533
140;3.6.2023 1:39;35;543
141;3.6.2023 1:39;35;553
142;3.6.2023 1:39;35;563
143;3.6.2023 1:39;35;574
144;3.6.2023 1:39;35;584
145;3.6.2023 1:39;35;594
146;3.6.2023 1:39;35;605
147;3.6.2023 1:39;35;615
148;3.6.2023 1:39;35;643
149;3.6.2023 1:39;35;673
150;3.6.2023 1:39;35;686
151;3.6.2023 1:39;35;697
152;3.6.2023 1:39;35;707
153;3.6.2023 1:39;35;717
154;3.6.2023 1:39;35;728
155;3.6.2023 1:39;35;738
156;3.6.2023 1:39;35;749
157;3.6.2023 1:39;35;759
158;3.6.2023 1:39;35;770
159;3.6.2023 1:39;35;780
160;3.6.2023 1:39;35;791
161;3.6.2023 1:39;35;801
162;3.6.2023 1:39;35;812
163;3.6.2023 1:39;35;822
164;3.6.2023 1:39;35;833
165;3.6.2023 1:39;35;844
166;3.6.2023 1:39;35;854
167;3.6.2023 1:39;35;865
168;3.6.2023 1:39;35;875
169;3.6.2023 1:39;35;886
170;3.6.2023 1:39;35;896
171;3.6.2023 1:39;35;907
172;3.6.2023 1:39;35;917
173;3.6.2023 1:39;35;928
174;3.6.2023 1:39;35;938
175;3.6.2023 1:39;35;949
176;3.6.2023 1:39;35;959
177;3.6.2023 1:39;35;970
178;3.6.2023 1:39;35;980
179;3.6.2023 1:39;35;991
180;3.6.2023 1:39;36;1
181;3.6.2023 1:39;36;12
182;3.6.2023 1:39;36;22
183;3.6.2023 1:39;36;33
184;3.6.2023 1:39;36;43
185;3.6.2023 1:39;36;54
186;3.6.2023 1:39;36;64
187;3.6.2023 1:39;36;75
188;3.6.2023 1:39;36;85
189;3.6.2023 1:39;36;96
190;3.6.2023 1:39;36;106
191;3.6.2023 1:39;36;117
192;3.6.2023 1:39;36;127
193;3.6.2023 1:39;36;138
194;3.6.2023 1:39;36;148
195;3.6.2023 1:39;36;159
196;3.6.2023 1:39;36;169
197;3.6.2023 1:39;36;180
198;3.6.2023 1:39;36;190
199;3.6.2023 1:39;36;201
200;3.6.2023 1:39;36;211
201;3.6.2023 1:39;36;222
202;3.6.2023 1:39;36;232
203;3.6.2023 1:39;36;243
204;3.6.2023 1:39;36;253
205;3.6.2023 1:39;36;264
206;3.6.2023 1:39;36;274
207;3.6.2023 1:39;36;285
208;3.6.2023 1:39;36;295
209;3.6.2023 1:39;36;306
210;3.6.2023 1:39;36;316
211;3.6.2023 1:39;36;327
212;3.6.2023 1:39;36;337
213;3.6.2023 1:39;36;348
214;3.6.2023 1:39;36;358
215;3.6.2023 1:39;36;368
216;3.6.2023 1:39;36;379
217;3.6.2023 1:39;36;389
218;3.6.2023 1:39;36;400
219;3.6.2023 1:39;36;410
220;3.6.2023 1:39;36;421
221;3.6.2023 1:39;36;431
222;3.6.2023 1:39;36;442
223;3.6.2023 1:39;36;452
224;3.6.2023 1:39;36;463
225;3.6.2023 1:39;36;473
226;3.6.2023 1:39;36;484
227;3.6.2023 1:39;36;494
228;3.6.2023 1:39;36;505
229;3.6.2023 1:39;36;515
230;3.6.2023 1:39;36;526
231;3.6.2023 1:39;36;536
232;3.6.2023 1:39;36;546
233;3.6.2023 1:39;36;557
234;3.6.2023 1:39;36;567
235;3.6.2023 1:39;36;577
236;3.6.2023 1:39;36;587
237;3.6.2023 1:39;36;598
238;3.6.2023 1:39;36;608
239;3.6.2023 1:39;36;618
240;3.6.2023 1:39;36;628
241;3.6.2023 1:39;36;639
242;3.6.2023 1:39;36;649
243;3.6.2023 1:39;36;659
244;3.6.2023 1:39;36;670
245;3.6.2023 1:39;36;680
246;3.6.2023 1:39;36;691
247;3.6.2023 1:39;36;701
248;3.6.2023 1:39;36;711
249;3.6.2023 1:39;36;722
250;3.6.2023 1:39;36;732
251;3.6.2023 1:39;36;742
252;3.6.2023 1:39;36;753
253;3.6.2023 1:39;36;763
254;3.6.2023 1:39;36;774
255;3.6.2023 1:39;36;784
256;3.6.2023 1:39;36;794
257;3.6.2023 1:39;36;805
258;3.6.2023 1:39;36;816
259;3.6.2023 1:39;36;826
260;3.6.2023 1:39;36;836
261;3.6.2023 1:39;36;847
262;3.6.2023 1:39;36;857
263;3.6.2023 1:39;36;868
264;3.6.2023 1:39;36;878
265;3.6.2023 1:39;36;889
266;3.6.2023 1:39;36;899
267;3.6.2023 1:39;36;910
268;3.6.2023 1:39;36;920
269;3.6.2023 1:39;36;931
270;3.6.2023 1:39;36;941
271;3.6.2023 1:39;36;952
272;3.6.2023 1:39;36;962
273;3.6.2023 1:39;36;972
274;3.6.2023 1:39;36;982
275;3.6.2023 1:39;36;993
276;3.6.2023 1:39;37;3
277;3.6.2023 1:39;37;13
278;3.6.2023 1:39;37;23
279;3.6.2023 1:39;37;34
280;3.6.2023 1:39;37;44
281;3.6.2023 1:39;37;55
282;3.6.2023 1:39;37;65
283;3.6.2023 1:39;37;75
284;3.6.2023 1:39;37;86
285;3.6.2023 1:39;37;96
286;3.6.2023 1:39;37;106
287;3.6.2023 1:39;37;116
288;3.6.2023 1:39;37;127
289;3.6.2023 1:39;37;137
290;3.6.2023 1:39;37;148
291;3.6.2023 1:39;37;158
292;3.6.2023 1:39;37;169
293;3.6.2023 1:39;37;179
294;3.6.2023 1:39;37;190
295;3.6.2023 1:39;37;200
296;3.6.2023 1:39;37;211
297;3.6.2023 1:39;37;221
298;3.6.2023 1:39;37;231
299;3.6.2023 1:39;37;241
